,case_order,cust_id,interaction_id,city,state,county,zip,latitude,longitude,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_wk,email_contact_yr,support_reqs_total,equip_failure_yr,cust_is_techie,contract_term,portable_modem,tablet,internet_service,phone_service,multi_ph_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_bill,pay_method,tenure,monthly_charge,bandwidth_gb_yr,surv_timely_resp,surv_timely_fix,surv_timely_replace,surv_reliability,surv_options,surv_respectful,surv_courteous,surv_active_listening,zscore_income,zscore_support_reqs,zscore_equip_fail
4585,4586,R685222,0456ab0d-a01d-491a-a560-42c4d1d3fcf6,Winterville,NC,Pitt,28590,35.52049,-77.41628,24613,Rural,America/New_York,"Programmer, multimedia",4.0,61.0,Regular High School Diploma,Full Time,81069.0,Widowed,Male,No,9.460193,9,4,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),23.0,140.3768,2200.0,3,3,4,4,4,5,4,4,,3.0434393467957603,
4668,4669,C620479,29e39f59-0ae0-4b07-bc10-4fc511660d23,Cedar Island,NC,Carteret,28520,34.97178,-76.32332,322,Rural,America/New_York,Special effects artist,2.0,33.0,Regular High School Diploma,Full Time,22361.0,Separated,Female,No,11.87284,10,4,0,No,One year,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),14.0,201.1674,2079.0,5,5,5,3,4,4,3,3,,3.0434393467957603,
4673,4674,F537282,cbc6bf14-d203-40f9-bb59-20e5c8011301,Edmeston,NY,Otsego,13335,42.70267,-75.25046,1519,Suburban,America/New_York,Psychiatrist,1.0,46.0,"Some College, 1 or More Years, No Degree",Part Time,34490.0,Widowed,Female,No,3.256874,17,6,1,Yes,One year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),4.0,172.2679,1007.0,2,4,3,3,3,3,4,3,,5.068010044184281,
4691,4692,X281282,88e1c38e-9948-40bf-aee7-786e1210be7a,Lincoln,IL,Logan,62656,40.13988,-89.37163,19535,Urban,America/Chicago,Contractor,2.0,63.0,Bachelor's Degree,Part Time,18928.0,Married,Female,Yes,9.95654,7,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),9.0,190.5589,1671.0,5,5,4,2,5,4,3,4,,3.0434393467957603,
4811,4812,D47677,5c45cd46-fa87-491a-ad9c-97ec6300fc71,Springtown,TX,Parker,76082,32.9705,-97.71843,18951,Urban,America/Chicago,Professor Emeritus,4.0,68.0,Bachelor's Degree,Retired,39053.0,Never Married,Female,Yes,8.849852,10,7,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,6.0,227.7494,983.0,4,4,3,3,5,4,4,4,,6.080295392878542,
4889,4890,E469169,552027b6-d0f2-426e-81bd-0e3ecb1d6665,Dustin,OK,Hughes,74839,35.23982,-96.03004,777,Urban,America/Chicago,"Scientist, forensic",1.0,87.0,GED or Alternative Credential,Full Time,46980.0,Never Married,Male,Yes,4.413999,16,4,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),2.0,152.3108,850.0,4,3,4,4,3,5,4,3,,3.0434393467957603,
4997,4998,Q291298,078c26e3-6927-445d-a995-4d6ec36d843f,Somerset,VA,Orange,22972,38.21615,-78.2303,377,Rural,America/New_York,Camera operator,7.0,23.0,Regular High School Diploma,Retired,94691.0,Separated,Male,No,11.87612,10,4,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,8.0,149.1774,1319.0,4,4,3,3,3,4,4,4,,3.0434393467957603,
5021,5022,L139786,f73e7059-f66c-417f-8979-ae598da27b41,Quebeck,TN,White,38579,35.83032,-85.55189,947,Suburban,America/Chicago,Pathologist,2.0,52.0,Bachelor's Degree,Full Time,36016.0,Never Married,Male,No,12.03452,11,4,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),35.0,151.3202,6514.0,2,3,3,5,3,4,5,2,,3.0434393467957603,
5107,5108,Z184886,7dd0962f-623e-4b95-b54d-5d4899278eed,Swanton,VT,Franklin,5488,44.92142,-73.12488,8239,Urban,America/New_York,Chief Financial Officer,1.0,37.0,"Some College, 1 or More Years, No Degree",Full Time,38323.0,Divorced,Female,No,4.084652,11,4,0,No,One year,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Credit Card (automatic),42.0,172.0257,1794.0,3,3,3,4,3,2,3,4,,3.0434393467957603,
5137,5138,R54030,4ad4ff99-3ebb-4268-a92f-7f15eec3dd11,Largo,FL,Pinellas,33778,27.88261,-82.79829,14710,Urban,America/New_York,Retail merchandiser,3.0,59.0,Regular High School Diploma,Part Time,46016.0,Never Married,Male,No,4.774028,19,5,0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),43.0,139.2778,4224.0,5,6,5,3,3,4,4,6,,4.055724695490021,
5230,5231,H624630,3992e7fc-43c2-42f4-a560-eb46dfa10ab1,Edison,NJ,Middlesex,8837,40.51363,-74.34465,17208,Suburban,America/New_York,Technical sales engineer,9.0,46.0,"Some College, 1 or More Years, No Degree",Full Time,61922.0,Widowed,Female,No,11.61084,11,4,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),46.0,147.5357,1004.0,3,5,3,3,3,5,4,3,,3.0434393467957603,
5233,5234,G670980,1de558dc-d6cb-450d-a499-a900a3130523,Peerless,MT,Daniels,59253,48.71822,-105.8763,92,Suburban,America/Denver,"Administrator, sports",3.0,77.0,"9th Grade to 12th Grade, No Diploma",Full Time,50725.0,Widowed,Female,No,7.016262,20,4,0,Yes,Two Year,No,No,None,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),65.0,149.618,5675.0,3,2,3,2,6,2,1,3,,3.0434393467957603,
5349,5350,L129473,fb29bc8d-f1aa-4af3-bdf6-d61094b444ab,Mahanoy Plane,PA,Schuylkill,17949,40.79397,-76.24226,322,Suburban,America/New_York,Consulting civil engineer,3.0,84.0,Bachelor's Degree,Full Time,66645.0,Never Married,Female,No,13.65528,17,5,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,53.0,141.9875,3306.0,3,2,3,4,3,3,2,3,,4.055724695490021,
5351,5352,I585452,c2acdfa2-53db-4620-a627-03fad670542c,Flanagan,IL,Livingston,61740,40.88428,-88.86162,1536,Suburban,America/Chicago,Mental health nurse,5.0,72.0,"Some College, Less than 1 Year",Full Time,7128.0,Widowed,Female,No,8.33258,11,4,1,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),60.0,152.0695,5277.0,4,5,5,5,2,5,3,3,,3.0434393467957603,
5556,5557,P914552,d8612687-e681-4986-86ec-186166b25d83,Oconto Falls,WI,Oconto,54154,44.86808,-88.18844,5698,Urban,America/Chicago,Historic buildings inspector/conservation officer,0.0,70.0,Master's Degree,Retired,32333.0,Never Married,Male,No,11.30306,15,4,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,51.0,111.9373,4206.0,4,4,4,3,3,4,4,4,,3.0434393467957603,
5570,5571,F531400,bd52e014-a7e5-42ab-9ffc-8993af3639f4,Dresher,PA,Montgomery,19025,40.14644,-75.16198,5526,Rural,America/New_York,Lawyer,2.0,18.0,"Some College, 1 or More Years, No Degree",Part Time,21401.0,Divorced,Male,No,9.997745,14,4,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),60.0,208.5282,6063.0,3,3,2,2,5,1,1,5,,3.0434393467957603,
5620,5621,W925936,cfd8b6ac-28a6-44c2-9d43-e5d194f88bd8,Redlake,MN,Beltrami,56671,47.91059,-95.31776,3294,Urban,America/Chicago,Rural practice surveyor,3.0,79.0,GED or Alternative Credential,Full Time,48012.0,Married,Prefer not to answer,No,8.661773,10,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,66.0,262.8248,5885.0,2,2,1,6,3,2,2,2,,3.0434393467957603,
5647,5648,M244914,279a0637-6b2d-44ea-aa59-6b39e7e9803e,Dixon,WY,Carbon,82323,41.04457,-107.4989,143,Suburban,America/Denver,Fashion designer,0.0,21.0,Nursery School to 8th Grade,Full Time,23445.0,Widowed,Female,No,8.682147,13,4,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,49.0,147.7179,4336.0,3,3,4,3,4,3,3,3,,3.0434393467957603,
5713,5714,G121569,c131b875-6354-4a5c-94c8-a0b4e0bf8569,York,PA,York,17402,39.95892,-76.65921,37476,Urban,America/New_York,Aeronautical engineer,0.0,46.0,"9th Grade to 12th Grade, No Diploma",Full Time,87269.0,Widowed,Male,No,8.174289,17,4,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),55.0,257.5536,5299.0,4,4,4,3,2,4,3,3,,3.0434393467957603,
5840,5841,U939454,62d28d31-ca1a-4e0a-b490-ae3f7c977330,Mc Intyre,PA,Indiana,15756,40.56853,-79.29763,275,Urban,America/New_York,Leisure centre manager,1.0,79.0,Regular High School Diploma,Full Time,75196.0,Widowed,Female,No,8.386738,13,6,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Mailed Check,62.0,139.9859,5562.0,4,3,3,4,3,4,3,5,,5.068010044184281,
5925,5926,X280758,1dc53db4-145b-4975-add1-bee2f5908cd3,Newark,TX,Wise,76071,33.00546,-97.4794,4508,Suburban,America/Chicago,Restaurant manager,1.0,62.0,Regular High School Diploma,Full Time,41032.0,Never Married,Female,No,38.72053,12,4,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),60.0,257.9843,5520.0,4,3,3,5,4,4,5,5,,3.0434393467957603,
5934,5935,F897077,a7dca225-58ca-467f-880d-84a7e544820f,Bay City,TX,Matagorda,77414,28.89959,-95.88091,23989,Urban,America/Chicago,Insurance account manager,1.0,77.0,Regular High School Diploma,Part Time,27873.0,Widowed,Female,No,13.02849,18,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),58.0,191.5455,4946.0,3,3,3,4,3,2,4,5,,3.0434393467957603,
6035,6036,J557174,feb4cb3a-f9c6-4ab8-bf2d-a7bdf96600b9,Carbon Cliff,IL,Rock Island,61239,41.48602,-90.38758,1239,Rural,America/Chicago,"Scientist, research (medical)",8.0,18.0,Regular High School Diploma,Full Time,34703.0,Never Married,Female,No,11.34469,14,4,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Credit Card (automatic),42.0,158.8452,3869.0,6,6,5,4,2,6,4,4,,3.0434393467957603,
6181,6182,J413185,e22d0a87-55d2-4264-b5d2-e8f6a253f0b9,Tyler Hill,PA,Wayne,18469,41.70119,-75.14223,235,Suburban,America/New_York,"Engineer, maintenance (IT)",1.0,88.0,Bachelor's Degree,Full Time,18475.0,Never Married,Female,No,7.151579,9,4,1,No,One year,No,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,59.0,185.5427,5046.0,3,3,4,5,2,2,4,4,,3.0434393467957603,
6187,6188,T760461,b7f92a20-b253-495e-9713-c57d521caf3a,Willows,CA,Glenn,95988,39.50503,-122.2743,8381,Rural,America/Los_Angeles,Armed forces technical officer,0.0,79.0,Bachelor's Degree,Full Time,8272.0,Never Married,Female,No,7.052048,10,4,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),46.0,140.9223,4207.0,3,5,5,4,4,2,2,2,,3.0434393467957603,
6196,6197,H403456,39c54276-9ee7-46e3-b03c-c677ad4baf31,Clearlake Oaks,CA,Lake,95423,39.06486,-122.6274,3757,Rural,America/Los_Angeles,Dancer,2.0,43.0,"9th Grade to 12th Grade, No Diploma",Full Time,14975.0,Never Married,Male,No,9.129454,6,4,3,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),66.0,210.7709,6022.0,6,5,5,4,2,5,5,3,,3.0434393467957603,
6258,6259,J450880,5f797ed3-8966-4580-b246-aa5cb572bffe,Cardinal,VA,Mathews,23025,37.41284,-76.3615,266,Suburban,America/New_York,Housing manager/officer,6.0,38.0,Bachelor's Degree,Part Time,21715.0,Never Married,Female,No,17.72555,8,4,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,67.0,106.4525,6158.0,5,5,4,2,7,2,3,2,,3.0434393467957603,
6353,6354,N548388,5a9e0a05-2066-4ae9-9619-93d7c95f7cfe,Blair,WV,Logan,25022,37.85869,-81.8117,364,Suburban,America/New_York,Museum/gallery curator,1.0,63.0,Regular High School Diploma,Full Time,6464.0,Separated,Male,No,14.91645,11,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),60.0,198.6531,5505.0,2,3,3,3,3,4,3,4,,3.0434393467957603,
6356,6357,Q724099,d548f691-1ef8-4ef4-bf74-6e4a874bfff1,Paramus,NJ,Bergen,7652,40.94554,-74.07117,26613,Urban,America/New_York,Ambulance person,0.0,88.0,Master's Degree,Full Time,16585.0,Separated,Male,No,9.149402,11,4,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),72.0,124.6931,5921.0,3,4,3,3,4,2,4,4,,3.0434393467957603,
6389,6390,A968154,63896b0e-5da8-4817-92e9-34ed3c1a2650,Lake Forest,IL,Lake,60045,42.23838,-87.86979,21131,Urban,America/Chicago,International aid/development worker,1.0,71.0,Master's Degree,Part Time,33876.0,Divorced,Female,No,14.33611,13,4,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,50.0,222.3702,5378.0,3,4,4,4,5,3,3,2,,3.0434393467957603,
6428,6429,A100934,7352e657-fb90-4b44-9dd4-1f1499d46e74,Whiteface,TX,Cochran,79379,33.51064,-102.6464,594,Suburban,America/Chicago,"Engineer, electrical",3.0,63.0,Regular High School Diploma,Unemployed,56705.0,Widowed,Female,No,9.138066,16,4,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,58.0,120.609,5398.0,4,2,4,3,4,5,2,2,,3.0434393467957603,
6453,6454,G419144,89fb3856-4115-4aa0-9fdd-f763dffd26a1,New Orleans,LA,Jefferson,70121,29.96184,-90.16244,11323,Suburban,America/Chicago,Advice worker,3.0,73.0,GED or Alternative Credential,Full Time,23446.0,Never Married,Male,No,10.86527,15,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),68.0,112.0591,5681.0,4,3,5,3,4,5,3,4,,3.0434393467957603,
6600,6601,A993007,627e5382-cc54-4ed8-b3ec-c6d99caeb172,Kadoka,SD,Jackson,57543,43.75287,-101.5169,883,Rural,America/Denver,Futures trader,0.0,41.0,Master's Degree,Part Time,10631.0,Separated,Male,No,11.27083,11,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,63.0,161.8582,5562.0,3,4,4,4,4,2,3,5,,3.0434393467957603,
6653,6654,G99438,f33e0c99-948d-429e-9801-6fd12548f541,Clinton,IL,De Witt,61727,40.14248,-88.96085,9826,Suburban,America/Chicago,Chief Financial Officer,1.0,51.0,"Some College, 1 or More Years, No Degree",Full Time,31785.0,Divorced,Male,No,7.276324,8,4,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,65.0,187.1176,6294.0,2,2,1,4,4,3,1,3,,3.0434393467957603,
6817,6818,S868389,a8d4a276-0c06-4a15-8fd9-7ca0adfe9989,Delta,OH,Fulton,43515,41.58534,-84.00775,8582,Suburban,America/New_York,Ecologist,2.0,46.0,"Some College, 1 or More Years, No Degree",Unemployed,43886.0,Divorced,Male,No,6.568674,21,4,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,53.0,150.428,5246.0,4,4,2,4,3,4,4,4,,3.0434393467957603,
6833,6834,M674905,02f81f4d-a2eb-4746-b9e3-7e549872c2b5,Doylestown,PA,Bucks,18902,40.35307,-75.09676,21343,Suburban,America/New_York,Geoscientist,2.0,57.0,"Some College, 1 or More Years, No Degree",Full Time,59102.0,Divorced,Female,No,10.28645,11,4,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,48.0,119.1256,4652.0,2,2,2,3,4,2,3,2,,3.0434393467957603,
6890,6891,N858050,bdcb2016-6bc6-493a-afa5-b496a92134ab,Camden On Gauley,WV,Webster,26208,38.33757,-80.49039,890,Rural,America/New_York,Hotel manager,1.0,33.0,Master's Degree,Student,43013.0,Widowed,Female,No,8.535935,13,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),68.0,192.0767,5916.0,3,4,2,2,5,4,3,3,,3.0434393467957603,
6921,6922,T640348,cfa6c028-574b-48b7-ac42-da8a30da3065,Elkins,NH,Merrimack,3233,43.4252,-71.93316,101,Rural,America/New_York,Medical illustrator,0.0,74.0,"Some College, 1 or More Years, No Degree",Part Time,40272.0,Divorced,Male,No,8.596961,10,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),62.0,180.1426,5360.0,5,4,5,5,2,4,7,4,,3.0434393467957603,
6939,6940,L913375,b61d2b3e-75b9-4157-be1a-af36c80bbded,Sunray,TX,Moore,79086,36.03845,-101.7741,2148,Urban,America/Chicago,Clinical research associate,2.0,24.0,"Some College, 1 or More Years, No Degree",Full Time,16895.0,Never Married,Female,Yes,12.10447,10,4,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,57.0,162.3953,5590.0,5,5,5,4,2,4,6,4,,3.0434393467957603,
7067,7068,U889368,741c10ec-c2df-413d-a336-93ad13492f7c,Mingo,IA,Jasper,50168,41.78066,-93.27442,780,Urban,America/Chicago,Health promotion specialist,1.0,18.0,Regular High School Diploma,Part Time,30323.0,Married,Female,No,13.60486,15,4,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),66.0,197.9246,6389.0,4,4,4,4,3,5,5,4,,3.0434393467957603,
7101,7102,L642358,ce2b469a-2306-46f1-a77c-3944d988eca1,Rugby,ND,Pierce,58368,48.25643,-100.0445,3691,Suburban,America/Chicago,Architect,0.0,67.0,Regular High School Diploma,Full Time,32559.0,Separated,Female,No,12.70461,11,4,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,70.0,138.7314,6360.0,2,3,2,2,5,3,3,4,,3.0434393467957603,
7186,7187,X605976,14cac73e-9823-4037-9988-50de4ad970a7,El Paso,TX,El Paso,79922,31.81507,-106.561,8236,Rural,America/Denver,"Research officer, political party",1.0,23.0,Bachelor's Degree,Full Time,33774.0,Divorced,Female,No,10.69433,6,4,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,68.0,242.1956,4955.0,3,3,2,4,2,3,3,5,,3.0434393467957603,
7233,7234,S839869,6be32e08-4886-4f6d-95c2-43e10e339b76,Kearney,MO,Clay,64060,39.36857,-94.36463,14357,Urban,America/Chicago,Music therapist,1.0,67.0,Associate's Degree,Full Time,20422.0,Married,Male,No,6.987358,16,4,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),62.0,185.3695,5614.0,2,2,2,4,4,4,5,4,,3.0434393467957603,
7237,7238,Y13248,45810a6a-0b64-4203-98d2-d88602aba3a6,Boise,ID,Ada,83705,43.56624,-116.2227,27808,Suburban,America/Boise,Comptroller,4.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,17021.0,Divorced,Female,No,10.59673,9,5,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,45.0,174.014,4548.0,4,5,5,4,4,4,4,4,,4.055724695490021,
7409,7410,O848423,12893794-e094-46aa-b76c-adce3cdfdb48,Jamestown,IN,Boone,46147,39.97068,-86.62603,3128,Rural,America/Indiana/Indianapolis,Air cabin crew,0.0,88.0,Associate's Degree,Full Time,6363.0,Divorced,Female,No,10.82653,13,4,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,58.0,217.8928,5125.0,5,4,5,4,3,5,4,4,,3.0434393467957603,
7649,7650,V224713,f836e2ad-acb4-4d09-9b26-b4c32595df6c,Delano,MN,Wright,55328,45.03575,-93.81317,9400,Rural,America/Chicago,Commercial art gallery manager,4.0,42.0,Bachelor's Degree,Full Time,48920.0,Widowed,Female,No,12.13436,12,4,0,No,One year,Yes,No,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),59.0,161.53,5247.0,3,2,3,3,4,4,4,4,,3.0434393467957603,
7678,7679,C320225,3af33b35-bd4b-4a94-b18e-f9e384ff3d1c,Mead,CO,Weld,80542,40.23468,-104.9994,4776,Suburban,America/Denver,Land,1.0,38.0,Associate's Degree,Full Time,6211.0,Separated,Female,No,10.17519,11,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,65.0,182.5437,5640.0,2,2,1,4,4,3,4,4,,3.0434393467957603,
7691,7692,F596295,711e30b8-e4c9-47b9-9bf5-8db1d86dcb6f,Gurdon,AR,Clark,71743,33.88688,-93.11776,3802,Urban,America/Chicago,Tourism officer,3.0,39.0,Regular High School Diploma,Student,24983.0,Married,Female,Yes,10.76677,19,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),63.0,209.6548,6266.0,3,5,4,4,4,4,4,3,,3.0434393467957603,
7746,7747,F643262,ca8d6f7d-733b-487a-9de7-932b07e29164,Marionville,VA,Northampton,23408,37.45565,-75.84731,77,Rural,America/New_York,Health promotion specialist,1.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,11287.0,Never Married,Female,No,5.417461,14,7,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),70.0,230.3977,6349.0,4,3,4,4,3,5,4,2,,6.080295392878542,
7914,7915,Z151219,ebe00da2-be53-4ce8-a175-9b3136c559cd,Lebanon,MO,Laclede,65536,37.68624,-92.64574,29232,Rural,America/Chicago,Community education officer,3.0,81.0,Regular High School Diploma,Full Time,16135.0,Separated,Male,No,8.965747,11,4,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,64.0,159.256,5657.0,6,5,5,4,3,5,4,3,,3.0434393467957603,
7925,7926,G134959,3109320e-ec3e-4679-a90e-47a8a1fab958,Mayslick,KY,Mason,41055,38.51828,-83.87086,2060,Urban,America/New_York,Ship broker,1.0,41.0,Regular High School Diploma,Full Time,45701.0,Divorced,Female,No,11.06355,8,4,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),52.0,141.2173,5022.0,3,3,3,2,3,3,4,3,,3.0434393467957603,
8028,8029,X300719,6fae2b55-4c04-4bb4-b188-a13a3d403d9c,Olivehurst,CA,Yuba,95961,39.03346,-121.5576,27728,Rural,America/Los_Angeles,Rural practice surveyor,2.0,20.0,Master's Degree,Full Time,19346.0,Separated,Female,No,9.572004,13,4,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),68.0,221.1547,6197.0,4,5,6,3,3,4,4,4,,3.0434393467957603,
8031,8032,A595310,fe429608-1a31-4de3-a8cb-72d74ff2d051,Martinsburg,PA,Blair,16662,40.31357,-78.29615,5516,Urban,America/New_York,Recruitment consultant,10.0,67.0,Regular High School Diploma,Full Time,83444.0,Never Married,Female,No,9.353571,13,4,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),48.0,245.0035,4890.0,1,1,3,3,3,3,3,2,,3.0434393467957603,
8038,8039,S641857,c3b7847a-ce98-477e-9f40-25a65246d495,Simon,WV,Wyoming,24882,37.62739,-81.76624,300,Rural,America/New_York,"Engineer, aeronautical",4.0,49.0,Associate's Degree,Student,10937.0,Widowed,Male,No,16.28833,12,5,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),60.0,152.239,5368.0,2,2,2,4,4,2,4,4,,4.055724695490021,
8159,8160,S530763,19894d3f-9a85-412f-9d47-7da8f38628e0,Buda,IL,Bureau,61314,41.29609,-89.67417,885,Urban,America/Chicago,Communications engineer,4.0,22.0,No Schooling Completed,Full Time,10589.0,Separated,Male,No,10.76833,10,4,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),59.0,257.9845,5491.0,2,1,2,2,5,2,1,2,,3.0434393467957603,
8160,8161,J821112,182b1b1f-0f82-425f-9916-d4a88868bfbb,Danvers,MA,Essex,1923,42.57399,-70.94926,27457,Rural,America/New_York,Chiropodist,0.0,32.0,"Some College, 1 or More Years, No Degree",Full Time,6637.0,Divorced,Female,No,9.299329,12,4,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Mailed Check,58.0,184.2463,5118.0,4,3,4,3,5,4,3,4,,3.0434393467957603,
8183,8184,T293484,e772e4a1-b012-4918-a2f3-8b7dd1308349,Sackets Harbor,NY,Jefferson,13685,43.92447,-76.17352,2520,Suburban,America/New_York,Trading standards officer,0.0,53.0,Regular High School Diploma,Full Time,22212.0,Never Married,Female,No,8.353224,9,4,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),64.0,199.1787,5761.0,3,4,3,3,4,4,4,4,,3.0434393467957603,
8221,8222,A04830,628575a1-0def-4e0d-9319-3b9866b12b64,Dawson,ND,Kidder,58428,46.84848,-99.75151,254,Rural,America/Chicago,Landscape architect,3.0,47.0,Master's Degree,Full Time,37131.0,Never Married,Female,Yes,7.450848,11,4,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),61.0,234.4291,5589.0,3,2,2,1,4,2,3,2,,3.0434393467957603,
